GO IPR KO
GO:0008320 IPR037930 K17496
GO:0008320 IPR037930 K17778
GO:0008324 IPR002524 K16264
GO:0008324 IPR004771 K16264
GO:0008324 IPR036739 K16264
GO:0008324 IPR003445 K16264
GO:0008324 IPR002758 K16264
GO:0008324 IPR004713 K16264
GO:0008324 IPR006667 K16264
GO:0008324 IPR006037 K16264
GO:0008373 IPR001675 K06615
GO:0008375 IPR004139 K08251
GO:0008381 IPR027272 K22048
GO:0008381 IPR027272 K22128
GO:0008381 IPR027272 K22044
GO:0008381 IPR027272 K03442
GO:0008381 IPR027272 K03282
GO:0008381 IPR027272 K22047
GO:0008381 IPR027272 K05802
GO:0008381 IPR027272 K16052
GO:0008381 IPR027272 K22051
GO:0008381 IPR027272 K16053
GO:0008409 IPR004610 K15341
GO:0008409 IPR004610 K15363
GO:0008409 IPR016494 K15341
GO:0008409 IPR016494 K15363
GO:0008420 IPR039189 K20827
GO:0008420 IPR039189 K15732
GO:0008420 IPR039189 K15731
GO:0008425 IPR010233 K06127
GO:0008425 IPR010233 K03183
GO:0008441 IPR006239 K15759
GO:0008441 IPR006239 K15422
GO:0008441 IPR006239 K06881
GO:0008441 IPR006239 K01082
GO:0008441 IPR006240 K15759
GO:0008441 IPR006240 K15422
GO:0008441 IPR006240 K06881
GO:0008441 IPR006240 K01082
GO:0008446 IPR006368 K01711
GO:0008460 IPR005888 K01710
GO:0008478 IPR004625 K00868
GO:0008483 IPR004636 K00841
GO:0008483 IPR000796 K00841
GO:0008483 IPR019942 K00841
GO:0008483 IPR005814 K00841
GO:0008483 IPR005958 K00841
GO:0008495 IPR006369 K02257
GO:0008519 IPR001905 K06580
GO:0008519 IPR001905 K06579
GO:0008519 IPR001905 K03320
GO:0008519 IPR018047 K06580
GO:0008519 IPR018047 K06579
GO:0008519 IPR018047 K03320
GO:0008519 IPR024041 K06580
GO:0008519 IPR024041 K06579
GO:0008519 IPR024041 K03320
GO:0008521 IPR024371 K03372
GO:0008531 IPR002606 K11753
GO:0008531 IPR002606 K00861
GO:0008531 IPR002606 K20884
GO:0008531 IPR023465 K11753
GO:0008531 IPR023465 K00861
GO:0008531 IPR023465 K20884
GO:0008531 IPR015865 K11753
GO:0008531 IPR015865 K00861
GO:0008531 IPR015865 K20884
GO:0008534 IPR012904 K03660
GO:0008534 IPR012904 K10563
GO:0008534 IPR020629 K03660
GO:0008534 IPR020629 K10563
GO:0008556 IPR005775 K01536
GO:0008556 IPR005775 K01547
GO:0008658 IPR001460 K19209
GO:0008658 IPR001460 K05364
GO:0008658 IPR001460 K18973
GO:0008658 IPR001460 K19211
GO:0008658 IPR001460 K18149
GO:0008658 IPR001460 K19210
GO:0008658 IPR001460 K12555
GO:0008658 IPR001460 K05367
GO:0008658 IPR001460 K19321
GO:0008658 IPR001460 K12553
GO:0008658 IPR001460 K21467
GO:0008658 IPR001460 K18793
GO:0008658 IPR001460 K22333
GO:0008658 IPR001460 K12552
GO:0008658 IPR001460 K19318
GO:0008658 IPR001460 K21276
GO:0008658 IPR001460 K17838
GO:0008658 IPR001460 K18792
GO:0008658 IPR001460 K21466
GO:0008658 IPR001460 K22351
GO:0008658 IPR001460 K05365
GO:0008658 IPR001460 K07259
GO:0008658 IPR001460 K19320
GO:0008658 IPR001460 K22352
GO:0008658 IPR001460 K22332
GO:0008658 IPR001460 K18791
GO:0008658 IPR001460 K18988
GO:0008658 IPR001460 K18794
GO:0008658 IPR001460 K19319
GO:0008658 IPR001460 K18790
GO:0008658 IPR001460 K18971
GO:0008658 IPR001460 K19322
GO:0008658 IPR001460 K21465
GO:0008658 IPR001460 K07258
GO:0008658 IPR001460 K00687
GO:0008658 IPR001460 K22331
GO:0008658 IPR001460 K08384
GO:0008658 IPR001460 K21464
GO:0008658 IPR001460 K21469
GO:0008658 IPR001460 K18976
GO:0008658 IPR001460 K05366
GO:0008658 IPR001460 K19098
GO:0008658 IPR001460 K19213
GO:0008658 IPR001460 K22334
GO:0008658 IPR001460 K19212
GO:0008658 IPR001460 K18770
GO:0008658 IPR001460 K12556
GO:0008658 IPR001460 K21277
GO:0008658 IPR001460 K22335
GO:0008658 IPR001460 K08724
GO:0008658 IPR001460 K05515
GO:0008658 IPR001460 K21468
GO:0008658 IPR001460 K03587
GO:0008658 IPR001460 K21266
GO:0008658 IPR001460 K02545
GO:0008658 IPR001460 K18972
GO:0008658 IPR005311 K19209
GO:0008658 IPR005311 K05364
GO:0008658 IPR005311 K18973
GO:0008658 IPR005311 K19211
GO:0008658 IPR005311 K18149
GO:0008658 IPR005311 K19210
GO:0008658 IPR005311 K12555
GO:0008658 IPR005311 K05367
GO:0008658 IPR005311 K19321
GO:0008658 IPR005311 K12553
GO:0008658 IPR005311 K21467
GO:0008658 IPR005311 K18793
GO:0008658 IPR005311 K22333
GO:0008658 IPR005311 K12552
GO:0008658 IPR005311 K19318
GO:0008658 IPR005311 K21276
GO:0008658 IPR005311 K17838
GO:0008658 IPR005311 K18792
GO:0008658 IPR005311 K21466
GO:0008658 IPR005311 K22351
GO:0008658 IPR005311 K05365
GO:0008658 IPR005311 K07259
GO:0008658 IPR005311 K19320
GO:0008658 IPR005311 K22352
GO:0008658 IPR005311 K22332
GO:0008658 IPR005311 K18791
GO:0008658 IPR005311 K18988
GO:0008658 IPR005311 K18794
GO:0008658 IPR005311 K19319
GO:0008658 IPR005311 K18790
GO:0008658 IPR005311 K18971
GO:0008658 IPR005311 K19322
GO:0008658 IPR005311 K21465
GO:0008658 IPR005311 K07258
GO:0008658 IPR005311 K00687
GO:0008658 IPR005311 K22331
GO:0008658 IPR005311 K08384
GO:0008658 IPR005311 K21464
GO:0008658 IPR005311 K21469
GO:0008658 IPR005311 K18976
GO:0008658 IPR005311 K05366
GO:0008658 IPR005311 K19098
GO:0008658 IPR005311 K19213
GO:0008658 IPR005311 K22334
GO:0008658 IPR005311 K19212
GO:0008658 IPR005311 K18770
GO:0008658 IPR005311 K12556
GO:0008658 IPR005311 K21277
GO:0008658 IPR005311 K22335
GO:0008658 IPR005311 K08724
GO:0008658 IPR005311 K05515
GO:0008658 IPR005311 K21468
GO:0008658 IPR005311 K03587
GO:0008658 IPR005311 K21266
GO:0008658 IPR005311 K02545
GO:0008658 IPR005311 K18972
GO:0008658 IPR036138 K19209
GO:0008658 IPR036138 K05364
GO:0008658 IPR036138 K18973
GO:0008658 IPR036138 K19211
GO:0008658 IPR036138 K18149
GO:0008658 IPR036138 K19210
GO:0008658 IPR036138 K12555
GO:0008658 IPR036138 K05367
GO:0008658 IPR036138 K19321
GO:0008658 IPR036138 K12553
GO:0008658 IPR036138 K21467
GO:0008658 IPR036138 K18793
GO:0008658 IPR036138 K22333
GO:0008658 IPR036138 K12552
GO:0008658 IPR036138 K19318
GO:0008658 IPR036138 K21276
GO:0008658 IPR036138 K17838
GO:0008658 IPR036138 K18792
GO:0008658 IPR036138 K21466
GO:0008658 IPR036138 K22351
GO:0008658 IPR036138 K05365
GO:0008658 IPR036138 K07259
GO:0008658 IPR036138 K19320
GO:0008658 IPR036138 K22352
GO:0008658 IPR036138 K22332
GO:0008658 IPR036138 K18791
GO:0008658 IPR036138 K18988
GO:0008658 IPR036138 K18794
GO:0008658 IPR036138 K19319
GO:0008658 IPR036138 K18790
GO:0008658 IPR036138 K18971
GO:0008658 IPR036138 K19322
GO:0008658 IPR036138 K21465
GO:0008658 IPR036138 K07258
GO:0008658 IPR036138 K00687
GO:0008658 IPR036138 K22331
GO:0008658 IPR036138 K08384
GO:0008658 IPR036138 K21464
GO:0008658 IPR036138 K21469
GO:0008658 IPR036138 K18976
GO:0008658 IPR036138 K05366
GO:0008658 IPR036138 K19098
GO:0008658 IPR036138 K19213
GO:0008658 IPR036138 K22334
GO:0008658 IPR036138 K19212
GO:0008658 IPR036138 K18770
GO:0008658 IPR036138 K12556
GO:0008658 IPR036138 K21277
GO:0008658 IPR036138 K22335
GO:0008658 IPR036138 K08724
GO:0008658 IPR036138 K05515
GO:0008658 IPR036138 K21468
GO:0008658 IPR036138 K03587
GO:0008658 IPR036138 K21266
GO:0008658 IPR036138 K02545
GO:0008658 IPR036138 K18972
GO:0008661 IPR005477 K01662
GO:0008676 IPR006269 K01627
GO:0008685 IPR003526 K01770
GO:0008685 IPR003526 K12506
GO:0008685 IPR020555 K01770
GO:0008685 IPR020555 K12506
GO:0008685 IPR036571 K01770
GO:0008685 IPR036571 K12506
GO:0008686 IPR000422 K02858
GO:0008686 IPR000422 K14652
GO:0008690 IPR004528 K00979
GO:0008703 IPR011549 K11752
GO:0008703 IPR011549 K00082
GO:0008703 IPR002734 K11752
GO:0008703 IPR002734 K00082
GO:0008705 IPR004223 K00548
GO:0008705 IPR011822 K00548
GO:0008705 IPR037010 K00548
GO:0008716 IPR011095 K01921
GO:0008716 IPR005905 K01921
GO:0008725 IPR005019 K01246
GO:0008734 IPR005288 K00278
GO:0008745 IPR002508 K01448
GO:0008745 IPR002508 K22409
GO:0008745 IPR002508 K01449
GO:0008745 IPR002508 K01447
GO:0008745 IPR002508 K11066
GO:0008745 IPR002508 K13714
GO:0008745 IPR002502 K01448
GO:0008745 IPR002502 K22409
GO:0008745 IPR002502 K01449
GO:0008745 IPR002502 K01447
GO:0008745 IPR002502 K11066
GO:0008745 IPR002502 K13714
GO:0008745 IPR036505 K01448
GO:0008745 IPR036505 K22409
GO:0008745 IPR036505 K01449
GO:0008745 IPR036505 K01447
GO:0008745 IPR036505 K11066
GO:0008745 IPR036505 K13714
GO:0008759 IPR011334 K02535
GO:0008759 IPR011334 K16363
GO:0008759 IPR015870 K02535
GO:0008759 IPR015870 K16363
GO:0008759 IPR004463 K02535
GO:0008759 IPR004463 K16363
GO:0008760 IPR005750 K00790
GO:0008762 IPR036635 K00075
GO:0008762 IPR003170 K00075
GO:0008762 IPR011601 K00075
GO:0008763 IPR005758 K01924
GO:0008764 IPR005762 K01925
GO:0008772 IPR010452 K00906
GO:0008773 IPR010043 K00990
GO:0008780 IPR010137 K00677
GO:0008784 IPR000821 K01775
GO:0008784 IPR000821 K18348
GO:0008792 IPR002985 K01585
GO:0008792 IPR002985 K01584
GO:0008792 IPR002985 K02626
GO:0008792 IPR002985 K01583
GO:0008803 IPR004617 K01525
GO:0008808 IPR022924 K06132
GO:0008808 IPR022924 K06131
GO:0008817 IPR003724 K19221
GO:0008817 IPR003724 K00798
GO:0008817 IPR003724 K04032
GO:0008818 IPR003805 K02233
GO:0008829 IPR011962 K01494
GO:0008830 IPR000888 K01790
GO:0008835 IPR004794 K01498
GO:0008835 IPR004794 K11752
GO:0008836 IPR002986 K01586
GO:0008836 IPR002986 K12526
GO:0008837 IPR018510 K01778
GO:0008837 IPR001653 K01778
GO:0008839 IPR022664 K00215
GO:0008839 IPR000846 K00215
GO:0008839 IPR023940 K00215
GO:0008839 IPR022663 K00215
GO:0008840 IPR005263 K01714
GO:0008853 IPR037493 K01142
GO:0008854 IPR004586 K03583
GO:0008854 IPR004586 K03581
GO:0008854 IPR004586 K03582
GO:0008854 IPR006697 K03583
GO:0008854 IPR006697 K03581
GO:0008854 IPR006697 K03582
GO:0008854 IPR006344 K03583
GO:0008854 IPR006344 K03581
GO:0008854 IPR006344 K03582
GO:0008855 IPR003753 K03601
GO:0008855 IPR003753 K03602
GO:0008855 IPR020579 K03601
GO:0008855 IPR020579 K03602
GO:0008855 IPR037004 K03601
GO:0008855 IPR037004 K03602
GO:0008855 IPR003761 K03601
GO:0008855 IPR003761 K03602
GO:0008879 IPR005907 K00973
GO:0008883 IPR036453 K02492
GO:0008883 IPR015895 K02492
GO:0008883 IPR018214 K02492
GO:0008883 IPR000343 K02492
GO:0008883 IPR036343 K02492
GO:0008883 IPR015896 K02492
GO:0008897 IPR008278 K00997
GO:0008897 IPR037143 K00997
GO:0008909 IPR004561 K02552
GO:0008909 IPR004561 K04781
GO:0008909 IPR004561 K14759
GO:0008909 IPR004561 K01851
GO:0008909 IPR004561 K02361
GO:0008915 IPR003835 K00748
GO:0008933 IPR000189 K08305
GO:0008933 IPR000189 K08304
GO:0008933 IPR000189 K08306
GO:0008933 IPR000189 K08308
GO:0008933 IPR000189 K08307
GO:0008933 IPR000189 K08309
GO:0008933 IPR000189 K18691
GO:0008934 IPR033942 K18649
GO:0008934 IPR033942 K10047
GO:0008934 IPR033942 K01092
GO:0008935 IPR010198 K01661
GO:0008939 IPR036087 K00768
GO:0008939 IPR017846 K00768
GO:0008939 IPR003200 K00768
GO:0008941 IPR023950 K05916
GO:0008961 IPR001640 K13292
GO:0008962 IPR007686 K01095
GO:0008962 IPR007686 K01096
GO:0008962 IPR007686 K01094
GO:0008962 IPR007686 K18697
GO:0008962 IPR036681 K01095
GO:0008962 IPR036681 K01096
GO:0008962 IPR036681 K01094
GO:0008962 IPR036681 K18697
GO:0008963 IPR003524 K01000
GO:0008963 IPR000715 K01000
GO:0008964 IPR022805 K01595
GO:0008964 IPR021135 K01595
GO:0008966 IPR006352 K03431
GO:0008968 IPR004515 K03271
GO:0008972 IPR004399 K00941
GO:0008972 IPR004399 K21219
GO:0008972 IPR004399 K14153
GO:0008972 IPR004399 K00877
GO:0008974 IPR006082 K00855
GO:0008976 IPR003414 K00937
GO:0008977 IPR003099 K04517
GO:0008977 IPR003099 K14187
GO:0008977 IPR003099 K00220
GO:0008984 IPR008248 K13924
GO:0008984 IPR008248 K03412
GO:0008984 IPR008248 K13491
GO:0008984 IPR000673 K13924
GO:0008984 IPR000673 K03412
GO:0008984 IPR000673 K13491
GO:0008987 IPR036094 K03517
GO:0008987 IPR003473 K03517
GO:0009001 IPR010493 K00640
GO:0009001 IPR010493 K19726
GO:0009001 IPR005881 K00640
GO:0009001 IPR005881 K19726
GO:0009007 IPR012327 K07319
GO:0009007 IPR012327 K13581
GO:0009007 IPR012327 K07318
GO:0009007 IPR012327 K00571
GO:0009007 IPR012327 K03427
GO:0009007 IPR012327 K07316
GO:0009007 IPR012327 K06223
GO:0009007 IPR012327 K07317
GO:0009007 IPR023095 K07319
GO:0009007 IPR023095 K13581
GO:0009007 IPR023095 K07318
GO:0009007 IPR023095 K00571
GO:0009007 IPR023095 K03427
GO:0009007 IPR023095 K07316
GO:0009007 IPR023095 K06223
GO:0009007 IPR023095 K07317
GO:0009014 IPR005941 K01439
GO:0009020 IPR022724 K00556
GO:0009020 IPR022724 K15333
GO:0009022 IPR002381 K00989
GO:0009029 IPR003758 K00912
GO:0009030 IPR006283 K00946
GO:0009039 IPR017951 K14048
GO:0009039 IPR017951 K01429
GO:0009039 IPR017951 K01430
GO:0009039 IPR017951 K01427
GO:0009039 IPR017951 K01428
GO:0009041 IPR006266 K09903
GO:0009041 IPR006266 K13800
GO:0009378 IPR004605 K03550
GO:0009378 IPR004605 K03551
GO:0009378 IPR013849 K03550
GO:0009378 IPR013849 K03551
GO:0009378 IPR008824 K03550
GO:0009378 IPR008824 K03551
GO:0009378 IPR008823 K03550
GO:0009378 IPR008823 K03551
GO:0009378 IPR011114 K03550
GO:0009378 IPR011114 K03551
GO:0009882 IPR007024 K20715
GO:0009882 IPR007024 K21973
GO:0009976 IPR025893 K09834
GO:0009982 IPR006224 K06182
GO:0009982 IPR006224 K15454
GO:0009982 IPR006224 K15453
GO:0009982 IPR006224 K14655
GO:0009982 IPR006224 K06175
GO:0009982 IPR006224 K15265
GO:0009982 IPR006224 K15452
GO:0009982 IPR006224 K06177
GO:0009982 IPR006224 K06176
GO:0009982 IPR006224 K06173
GO:0009982 IPR006224 K06183
GO:0009982 IPR006224 K01855
GO:0009982 IPR006224 K07583
GO:0009982 IPR006224 K03177
GO:0009982 IPR006224 K06181
GO:0009982 IPR006224 K06178
GO:0009982 IPR006224 K06179
GO:0009982 IPR006224 K06180
GO:0009982 IPR001656 K06182
GO:0009982 IPR001656 K15454
GO:0009982 IPR001656 K15453
GO:0009982 IPR001656 K14655
GO:0009982 IPR001656 K06175
GO:0009982 IPR001656 K15265
GO:0009982 IPR001656 K15452
GO:0009982 IPR001656 K06177
GO:0009982 IPR001656 K06176
GO:0009982 IPR001656 K06173
GO:0009982 IPR001656 K06183
GO:0009982 IPR001656 K01855
GO:0009982 IPR001656 K07583
GO:0009982 IPR001656 K03177
GO:0009982 IPR001656 K06181
GO:0009982 IPR001656 K06178
GO:0009982 IPR001656 K06179
GO:0009982 IPR001656 K06180
GO:0009982 IPR020097 K06182
GO:0009982 IPR020097 K15454
GO:0009982 IPR020097 K15453
GO:0009982 IPR020097 K14655
GO:0009982 IPR020097 K06175
GO:0009982 IPR020097 K15265
GO:0009982 IPR020097 K15452
GO:0009982 IPR020097 K06177
GO:0009982 IPR020097 K06176
GO:0009982 IPR020097 K06173
GO:0009982 IPR020097 K06183
GO:0009982 IPR020097 K01855
GO:0009982 IPR020097 K07583
GO:0009982 IPR020097 K03177
GO:0009982 IPR020097 K06181
GO:0009982 IPR020097 K06178
GO:0009982 IPR020097 K06179
GO:0009982 IPR020097 K06180
GO:0009982 IPR041708 K06182
GO:0009982 IPR041708 K15454
GO:0009982 IPR041708 K15453
GO:0009982 IPR041708 K14655
GO:0009982 IPR041708 K06175
GO:0009982 IPR041708 K15265
GO:0009982 IPR041708 K15452
GO:0009982 IPR041708 K06177
GO:0009982 IPR041708 K06176
GO:0009982 IPR041708 K06173
GO:0009982 IPR041708 K06183
GO:0009982 IPR041708 K01855
GO:0009982 IPR041708 K07583
GO:0009982 IPR041708 K03177
GO:0009982 IPR041708 K06181
GO:0009982 IPR041708 K06178
GO:0009982 IPR041708 K06179
GO:0009982 IPR041708 K06180
GO:0009982 IPR020103 K06182
GO:0009982 IPR020103 K15454
GO:0009982 IPR020103 K15453
GO:0009982 IPR020103 K14655
GO:0009982 IPR020103 K06175
GO:0009982 IPR020103 K15265
GO:0009982 IPR020103 K15452
GO:0009982 IPR020103 K06177
GO:0009982 IPR020103 K06176
GO:0009982 IPR020103 K06173
GO:0009982 IPR020103 K06183
GO:0009982 IPR020103 K01855
GO:0009982 IPR020103 K07583
GO:0009982 IPR020103 K03177
GO:0009982 IPR020103 K06181
GO:0009982 IPR020103 K06178
GO:0009982 IPR020103 K06179
GO:0009982 IPR020103 K06180
GO:0009982 IPR011760 K06182
GO:0009982 IPR011760 K15454
GO:0009982 IPR011760 K15453
GO:0009982 IPR011760 K14655
GO:0009982 IPR011760 K06175
GO:0009982 IPR011760 K15265
GO:0009982 IPR011760 K15452
GO:0009982 IPR011760 K06177
GO:0009982 IPR011760 K06176
GO:0009982 IPR011760 K06173
GO:0009982 IPR011760 K06183
GO:0009982 IPR011760 K01855
GO:0009982 IPR011760 K07583
GO:0009982 IPR011760 K03177
GO:0009982 IPR011760 K06181
GO:0009982 IPR011760 K06178
GO:0009982 IPR011760 K06179
GO:0009982 IPR011760 K06180
GO:0009982 IPR020095 K06182
GO:0009982 IPR020095 K15454
GO:0009982 IPR020095 K15453
GO:0009982 IPR020095 K14655
GO:0009982 IPR020095 K06175
GO:0009982 IPR020095 K15265
GO:0009982 IPR020095 K15452
GO:0009982 IPR020095 K06177
GO:0009982 IPR020095 K06176
GO:0009982 IPR020095 K06173
GO:0009982 IPR020095 K06183
GO:0009982 IPR020095 K01855
GO:0009982 IPR020095 K07583
GO:0009982 IPR020095 K03177
GO:0009982 IPR020095 K06181
GO:0009982 IPR020095 K06178
GO:0009982 IPR020095 K06179
GO:0009982 IPR020095 K06180
GO:0009982 IPR015240 K06182
GO:0009982 IPR015240 K15454
GO:0009982 IPR015240 K15453
GO:0009982 IPR015240 K14655
GO:0009982 IPR015240 K06175
GO:0009982 IPR015240 K15265
GO:0009982 IPR015240 K15452
GO:0009982 IPR015240 K06177
GO:0009982 IPR015240 K06176
GO:0009982 IPR015240 K06173
GO:0009982 IPR015240 K06183
GO:0009982 IPR015240 K01855
GO:0009982 IPR015240 K07583
GO:0009982 IPR015240 K03177
GO:0009982 IPR015240 K06181
GO:0009982 IPR015240 K06178
GO:0009982 IPR015240 K06179
GO:0009982 IPR015240 K06180
GO:0009982 IPR006225 K06182
GO:0009982 IPR006225 K15454
GO:0009982 IPR006225 K15453
GO:0009982 IPR006225 K14655
GO:0009982 IPR006225 K06175
GO:0009982 IPR006225 K15265
GO:0009982 IPR006225 K15452
GO:0009982 IPR006225 K06177
GO:0009982 IPR006225 K06176
GO:0009982 IPR006225 K06173
GO:0009982 IPR006225 K06183
GO:0009982 IPR006225 K01855
GO:0009982 IPR006225 K07583
GO:0009982 IPR006225 K03177
GO:0009982 IPR006225 K06181
GO:0009982 IPR006225 K06178
GO:0009982 IPR006225 K06179
GO:0009982 IPR006225 K06180
GO:0009982 IPR006145 K06182
GO:0009982 IPR006145 K15454
GO:0009982 IPR006145 K15453
GO:0009982 IPR006145 K14655
GO:0009982 IPR006145 K06175
GO:0009982 IPR006145 K15265
GO:0009982 IPR006145 K15452
GO:0009982 IPR006145 K06177
GO:0009982 IPR006145 K06176
GO:0009982 IPR006145 K06173
GO:0009982 IPR006145 K06183
GO:0009982 IPR006145 K01855
GO:0009982 IPR006145 K07583
GO:0009982 IPR006145 K03177
GO:0009982 IPR006145 K06181
GO:0009982 IPR006145 K06178
GO:0009982 IPR006145 K06179
GO:0009982 IPR006145 K06180
GO:0009982 IPR001406 K06182
GO:0009982 IPR001406 K15454
GO:0009982 IPR001406 K15453
GO:0009982 IPR001406 K14655
GO:0009982 IPR001406 K06175
GO:0009982 IPR001406 K15265
GO:0009982 IPR001406 K15452
GO:0009982 IPR001406 K06177
GO:0009982 IPR001406 K06176
GO:0009982 IPR001406 K06173
GO:0009982 IPR001406 K06183
GO:0009982 IPR001406 K01855
GO:0009982 IPR001406 K07583
GO:0009982 IPR001406 K03177
GO:0009982 IPR001406 K06181
GO:0009982 IPR001406 K06178
GO:0009982 IPR001406 K06179
GO:0009982 IPR001406 K06180
GO:0009982 IPR014780 K06182
GO:0009982 IPR014780 K15454
GO:0009982 IPR014780 K15453
GO:0009982 IPR014780 K14655
GO:0009982 IPR014780 K06175
GO:0009982 IPR014780 K15265
GO:0009982 IPR014780 K15452
GO:0009982 IPR014780 K06177
GO:0009982 IPR014780 K06176
GO:0009982 IPR014780 K06173
GO:0009982 IPR014780 K06183
GO:0009982 IPR014780 K01855
GO:0009982 IPR014780 K07583
GO:0009982 IPR014780 K03177
GO:0009982 IPR014780 K06181
GO:0009982 IPR014780 K06178
GO:0009982 IPR014780 K06179
GO:0009982 IPR014780 K06180
GO:0010277 IPR013626 K13600
GO:0010308 IPR023956 K08967
GO:0010309 IPR023956 K08967
GO:0010309 IPR004313 K08967
GO:0010349 IPR044479 K17744
GO:0015093 IPR011640 K21398
GO:0015095 IPR006669 K06213
GO:0015095 IPR006669 K19364
GO:0015095 IPR006669 K16075
GO:0015095 IPR006669 K22733
GO:0015095 IPR006669 K03284
GO:0015095 IPR006669 K15122
GO:0015095 IPR008521 K06213
GO:0015095 IPR008521 K19364
GO:0015095 IPR008521 K16075
GO:0015095 IPR008521 K22733
GO:0015095 IPR008521 K03284
GO:0015095 IPR008521 K15122
GO:0015116 IPR011547 K13962
GO:0015159 IPR003715 K01991
GO:0015159 IPR003715 K20987
GO:0015159 IPR003715 K16552
GO:0015204 IPR031155 K20989
GO:0015225 IPR003784 K03523
GO:0015232 IPR003544 K18977
GO:0015232 IPR003544 K14613
GO:0015232 IPR003544 K02195
GO:0015232 IPR003544 K02196
GO:0015232 IPR003544 K02194
GO:0015232 IPR003568 K18977
GO:0015232 IPR003568 K14613
GO:0015232 IPR003568 K02195
GO:0015232 IPR003568 K02196
GO:0015232 IPR003568 K02194
GO:0015232 IPR003567 K18977
GO:0015232 IPR003567 K14613
GO:0015232 IPR003567 K02195
GO:0015232 IPR003567 K02196
GO:0015232 IPR003567 K02194
GO:0015232 IPR003557 K18977
GO:0015232 IPR003557 K14613
GO:0015232 IPR003557 K02195
GO:0015232 IPR003557 K02196
GO:0015232 IPR003557 K02194
GO:0015297 IPR002528 K03327
GO:0015299 IPR018422 K14726
GO:0015299 IPR006153 K14726
GO:0015343 IPR003538 K16091
GO:0015343 IPR003538 K16088
GO:0015343 IPR003538 K16089
GO:0015343 IPR003538 K16090
GO:0015377 IPR004842 K14429
GO:0015385 IPR004709 K14722
GO:0015385 IPR004709 K14723
GO:0015385 IPR004709 K13961
GO:0015385 IPR004709 K14724
GO:0015385 IPR004709 K12040
GO:0015385 IPR004709 K05742
GO:0015385 IPR004709 K14725
GO:0015385 IPR004709 K03315
GO:0015385 IPR004709 K12041
GO:0015438 IPR015860 K09693
GO:0015450 IPR008158 K17794
GO:0015450 IPR008158 K17771
GO:0015450 IPR008158 K11518
GO:0015450 IPR008158 K17804
GO:0015450 IPR008158 K17795
GO:0015450 IPR008158 K17770
GO:0015450 IPR008158 K17768
GO:0015450 IPR005807 K17794
GO:0015450 IPR005807 K17771
GO:0015450 IPR005807 K11518
GO:0015450 IPR005807 K17804
GO:0015450 IPR005807 K17795
GO:0015450 IPR005807 K17770
GO:0015450 IPR005807 K17768
GO:0015450 IPR004692 K17794
GO:0015450 IPR004692 K17771
GO:0015450 IPR004692 K11518
GO:0015450 IPR004692 K17804
GO:0015450 IPR004692 K17795
GO:0015450 IPR004692 K17770
GO:0015450 IPR004692 K17768
GO:0016153 IPR023636 K01712
GO:0016153 IPR023637 K01712
GO:0016161 IPR001554 K01177
GO:0016166 IPR014102 K02293
GO:0016166 IPR014102 K15745
GO:0016166 IPR014102 K10027
GO:0016251 IPR037796 K03124
GO:0016251 IPR037796 K03122
GO:0016251 IPR037796 K14650
GO:0016251 IPR037796 K03139
GO:0016251 IPR037796 K03129
GO:0016251 IPR037796 K03136
GO:0016251 IPR037796 K03135
GO:0016251 IPR037796 K03130
GO:0016251 IPR037796 K03133
GO:0016251 IPR037796 K03138
GO:0016251 IPR037796 K03137
GO:0016251 IPR037796 K14649
GO:0016251 IPR037796 K03125
GO:0016251 IPR037796 K03134
GO:0016251 IPR037796 K03145
GO:0016251 IPR037796 K03144
GO:0016251 IPR037796 K03131
GO:0016251 IPR037796 K03143
GO:0016251 IPR037796 K03128
GO:0016251 IPR037796 K03123
GO:0016251 IPR037796 K03126
GO:0016251 IPR037796 K03132
GO:0016251 IPR037796 K03127
GO:0016251 IPR037796 K03142
GO:0016251 IPR037796 K14535
GO:0016251 IPR037796 K03141
GO:0016251 IPR037796 K03140
GO:0016274 IPR025799 K18477
GO:0016274 IPR025799 K02516
GO:0016274 IPR025799 K11437
GO:0016274 IPR025799 K11435
GO:0016274 IPR025799 K11434
GO:0016274 IPR025799 K11438
GO:0016274 IPR025799 K11436
GO:0016274 IPR025799 K11439
GO:0016274 IPR025799 K05931
GO:0016274 IPR025799 K19737
GO:0016279 IPR026170 K21806
GO:0016279 IPR026170 K21804
GO:0016279 IPR026170 K05302
GO:0016279 IPR026170 K21803
GO:0016279 IPR026170 K21805
GO:0016300 IPR032873 K15257
GO:0016300 IPR032873 K15444
GO:0016300 IPR032873 K15256
GO:0016300 IPR032873 K15447
GO:0016300 IPR032873 K10770
GO:0016300 IPR032873 K15396
GO:0016410 IPR007691 K02536
GO:0016410 IPR004563 K02536
GO:0016428 IPR023270 K15335
GO:0016428 IPR023270 K21971
GO:0016428 IPR023270 K21969
GO:0016428 IPR023270 K15334
GO:0016428 IPR023270 K15336
GO:0016428 IPR023270 K22446
GO:0016428 IPR023270 K22901
GO:0016429 IPR014816 K06967
GO:0016429 IPR014816 K07442
GO:0016435 IPR022238 K14857
GO:0016435 IPR039769 K14857
GO:0016531 IPR017276 K07213
GO:0016603 IPR007788 K00683
GO:0016603 IPR007788 K22757
GO:0016630 IPR005979 K00218
GO:0016702 IPR013819 K15975
GO:0016702 IPR012864 K15975
GO:0016702 IPR020834 K15975
GO:0016702 IPR004294 K15975
GO:0016702 IPR000907 K15975
